Title,Body,CreaDate,Tags,State,Reactions,Comments,Link,Keywords,Topic_id,,,,,,
attributebug tfdevicecaptureop object attribute set device string,version gpu sample keras reproduce message,2019-07-15T20:28:12Z,"type:bug, comp:keras, comp:gpu, TF 1.14",CLOSED,4,23,https://github.com/tensorflow/tensorflow/issues/30728,"py, package, module, object, ops, core, import, attribute, ananconda, java",15,模型执行失败,,,,,AttributeError: '_TfDeviceCaptureOp' object has no attribute '_set_device_from_string'
failed device attribute device,trying yolo detection examples got win tensoflow intel core nvidia geforce mx gd ddr checked similar issues solutions despaired people problem talked tf find notice tf already help maybe got problems drivers cuda software ideas,2020-02-02T17:55:09Z,"type:bug, comp:gpu, TF 2.1",CLOSED,0,39,https://github.com/tensorflow/tensorflow/issues/36423,"image, cpu, githubusercontent, image_githubusercontent, training, running, thread, distribute, worker, docker",8,模型在硬件环境异常,,,,,yolo检测时出现Failed to get device attribute 13 for device 0
rc distibuted training keras threadpooldataset runs memory,system information written custom opposed stock example script provided os platform distribution linux ubuntu ubuntu installed source binanry binanry version command rc tf version cuda cudnn version gpu model memory nvidia gcp current behavior running cached training validations datasets multi gpu environment gcp vm memory nvidia memory increases validation vm runs memory behaviour observed rc latest looks validation dataset properly cached since still network access validation memory usage drops theoretical cached memory requirements validation finished increases linearly next validation round point larger memory usage previous epoch example intentionanlly validation set memory increase obvious training crash within epochs behaviour also observed datasets memory increase less noticible smaller datsets cases memory usage still stable nanrrow possible causes found cases exist running single gpu memory usage stable datasets uses privatethreadpooldataset eecc da data ops dataset ops py setting threading private threadpool,2020-04-16T23:29:23Z,"type:bug, comp:dist-strat, comp:keras, TF 2.3",CLOSED,2,31,https://github.com/tensorflow/tensorflow/issues/38617,"image, cpu, githubusercontent, image_githubusercontent, training, running, thread, distribute, worker, docker",8,模型训练时内存泄漏,,,,,使用多GPU训练模型时缓存不断增加
keras models model fails model uses keras losses loss subclass,system information written custom opposed stock example script provided os platform distribution linux ubuntu mac os mobile device iphone pixel samsung galaxy happens mobile device installed source binanry binanry version command tf version version dev tf version git version gaaef version bazel version compiling source gcc compiler version compiling source cuda cudnn version gpu model memory current behavior keras models model raises valuebug model loaded uses keras losses loss subclass keras losses huber expected behavior normally able continue training left loss reproduce info logs stacktrace debugging think found origin problem hdf format py around following lines convert custom objects losses deserialize metrics deserialize send pr,2019-02-20T15:42:47Z,"stat:awaiting tensorflower, type:bug, comp:keras, TF 2.0",CLOSED,6,15,https://github.com/tensorflow/tensorflow/issues/25938,"compiling, compiling_source, device, mobile, command, bazel, gcc, behavior, linux_ubuntu, compiler",14,模型加载失败,,,,,使用keras.losses.Loss类的模型加载失败
performance problem training,hello running complex convolution problem extremely poor performance summary problem technical part running haswell cpu mac os running high sierra model nanme macbook pro model identifier macbookpro processor nanme intel core processor speed ghz number processors total number cores cache core kb cache mb memory performance memory allocation memory allocation seems highly unoptimized allocation allocations left persistent corresponding permanent allocations memory churn enormous may affect seriously performance small allocation deallocation happen eigen nonblockingthreadpooltempl thread eigenenvironment schedule function void tcmalloc hoping improve memory allocation handling tcmalloc complains following allocation tf even starting epochs allocation even starting epoch disk swap files machine dies went back running mac allocator surprisingly seems robust performance careful vtune ananlysis performed sofia identified eigen major source cpu consumption wasted simply repacking gemm pack rhs look attempted compile however default compilation find yet way replace default bazel added according manual small test made override however mac instrument poor relation vtune mac,2018-05-23T07:56:21Z,"stat:awaiting response, type:bug, stale, WIP, type:performance",CLOSED,3,27,https://github.com/tensorflow/tensorflow/issues/19491,"image, cpu, githubusercontent, image_githubusercontent, training, running, thread, distribute, worker, docker",8,模型训练性能问题,,,,,
core grappler optimizers meta optimizer layout failed invalid argument values match permutation,sure policy master issues md address doc bugs performance issues feature requests issues tag template system information written custom opposed stock example script provided os platform distribution linux ubuntu linux ubuntu mobile device iphone pixel samsung galaxy happens mobile device installed source binanry version command version bazel version compiling source gcc compiler version compiling source cuda cudnn version gpu model memory rtx ti collect information environment capture script tree master tools tf env collect sh also obtain version tf import tf tf git version tf version tf import tf tf version git version tf version version current behavior originanlly built model transferred model tf manually tf keras working shows message core grappler optimizers meta optimizer layout failed invalid argument values match permutation performance worse tf suspect interrupts train somehow put permutation layer model hard find expected behavior reproduce provide reproducible test minimum necessary generate problem info logs include,2019-11-21T22:55:14Z,"stat:awaiting response, type:bug, comp:grappler, comp:ops, TF 2.0",CLOSED,7,11,https://github.com/tensorflow/tensorflow/issues/34499,"issue, master, device, compiling, compiling_source, script, mobile, collect, import, git",4,模型训练时产生错误,,,,,模型转换后使用tf.keras训练失败
slower training wide resnet,issues issuecomment aws xlarge devel gpu docker base ms epoch training wrn without dropout cifar implementation xternanlz wideresnet instead ms epoch implementation wide resnets uses nchw fused batch feed data loading observed nvidia smi gpu utilization stays near reproduce clone catalyzer papers go directory benchmark catalyzer papers tree benchmark branch docker based docker hub docker nvidia docker tf wrn training observe logged batch timings kill process docker container wide resnet example training observe logged batch timings,2017-04-20T02:14:02Z,type:bug,CLOSED,0,39,https://github.com/tensorflow/tensorflow/issues/9322,"image, cpu, githubusercontent, image_githubusercontent, training, running, thread, distribute, worker, docker",8,模型训练性能相差过大,,,,,在训练Wide ResNet时tensorflow比pytorch慢很多
layer model connected input return,system information written custom opposed stock example script provided os platform distribution linux ubuntu macos mohave mobile device iphone pixel samsung galaxy happens mobile device installed source binanry pip install version command version bazel version compiling source gcc compiler version compiling source cuda cudnn version gpu model memory current behavior raises exception loading model tf keras model tf attributebug layer model connected input return expected behavior pass pass saving loading model format reproduce info logs,2019-11-20T14:26:10Z,"type:bug, comp:keras, TF 2.0",CLOSED,7,11,https://github.com/tensorflow/tensorflow/issues/34454,"compiling, compiling_source, device, mobile, command, bazel, gcc, behavior, linux_ubuntu, compiler",14,模型加载失败,,,,,tf.keras.Model加载模型失败
tf interpreter newest version,version tf dev tested tflite model test performance fastspeech tflite model input converted audio correctly however second converted audio noise reload interpreter model next input next audio noise correct,2020-11-02T13:10:46Z,"type:bug, comp:lite",CLOSED,0,38,https://github.com/tensorflow/tensorflow/issues/44520,"tflite, convert, android, output, interpreter, converter, delegate, inference, input, quantization",1,模型推理实现问题,,,,,tf.lite.Interpreter无法正常执行
tf keras model weights cannot directory generated tf keras callback modelcheckpoint,sure policy master issues md address doc bugs performance issues feature requests issues tag template system information written custom opposed stock example script provided os platform distribution linux ubuntu ubuntu windows installed source binanry pipy ananconda version command version current behavior tf keras callbacks modelcheckpoint checkpoint tf weights callback training tf keras model fit stores checkpoint directory following content according modelcheckpoint org api docs tf keras callbacks modelcheckpoint weights uses tf keras model org api docs tf keras model model architecture allowing instantiate model model weights optimizer allowing resume training exactly left tf keras callbacks modelcheckpoint weights tf weights checkpoint stored side note weights expects directory weights expects weights uses tf keras model weights org api docs tf keras model weights consequently model loaded however checkpoint tf tf keras model weights fails outputs instead expected behavior tf keras callbacks modelcheckpoint hides differences tf keras model tf keras model,2020-04-21T10:18:43Z,"stat:awaiting response, type:bug, stale, comp:keras, TF 2.1, TF 2.2",CLOSED,8,6,https://github.com/tensorflow/tensorflow/issues/38745,"function, kera, variable, weight, eager, input, nanme, optimizer, graph, output",13,模型读取权重失败,,,,,tf.keras.Model.fit()训练的模型无法使用load_weights()读取权重
ios running model failed invalid argument nodedef mentions dilations op nanme conv signanture input filter,system information written custom opposed stock example script provided os platform distribution linux ubuntu macos installed source binanry pip version command version bazel version compiling source gcc compiler version compiling source cuda cudnn version gpu model memory exact command reproduce problem trying classifier ios simply replacing inception pb pb classifier ios example camera worked well originanl inception changed pb got listed pb generated poest googlecodelabs poets model work camera working classification message assume mismatch versions tf source logs users apple onedrive examples ios camera cameraexampleviewcontroller mm running model failed invalid argument nodedef mentions dilations op nanme conv signanture input filter output allowed half float double strides cudnn gpu default padding string allowed data format string default nhwc allowed nhwc nchw nodedef conv conv conv float data format nhwc dilations padding strides cudnn gpu device localhost replica cpu recv mul conv conv params whether graphdef interpreting binanry date graphdef generating binanry conv conv conv float data format nhwc dilations padding,2018-03-11T11:53:20Z,"stat:awaiting response, type:bug, stale",CLOSED,4,22,https://github.com/tensorflow/tensorflow/issues/17628,"layer, conv, kera, input, kera_layer, dense, output, kernel, nn, activation",5,模型推理失败,,,,,更改pb文件后模型执行失败
tflite android find op builtin opcode conv version,system information os platform distribution linux ubuntu android emulator android apis installed source binanry model generated tf binanry version source model generated tf converted tflite tf dev tflite pub dev packages tflite flutter bindings provide text output tflite convert issues tflite convert thanks model mobile side tflite pub dev packages tflite flutter bindings getting following try custom model standalone reproduce gist gist mgalgs ee cd bf ed happening try model gist mgalgs ee cd bf ed dart swap custom generated tflite model model generated shelf ssd model detection works info logs include logs source helpful diagnose problem including tracebacks include traceback logs files attached dart nantive android,2020-07-31T19:44:43Z,"type:bug, comp:lite, TF 2.2",CLOSED,4,22,https://github.com/tensorflow/tensorflow/issues/41943,"tflite, convert, android, output, interpreter, converter, delegate, inference, input, quantization",1,模型加载失败,,,,,在移动端加载模型失败
valuebug auc metric multi,system information os platform distribution linux ubuntu installed pip version version cuda cudnn version cuda cndnn gpu model memory tesla current behavior compilation model occurs duo tf keras metrics auc class multi option multi model compiles without bugs expected behavior model compiles without bugs reproduce info logs,2020-01-14T08:01:52Z,"stat:awaiting tensorflower, type:bug, comp:keras, TF 2.1",CLOSED,8,6,https://github.com/tensorflow/tensorflow/issues/35852,"behavior, expected, system_information, current_behavior, written, expected_behavior, command, script, provided, written_custom",19,模型构建失败,,,,,multi_label=True时tf.keras.metrics.AUC模型编译失败
import layer keras engine base layer,getting says keras engine base layer import layer importing system information written custom opposed stock example script provided os platform distribution linux ubuntu macos installed source binanry binanry version command version current behavior packaging py following running expected behavior packaged work expected reproduce provide reproducible test minimum necessary generate problem setup py py,2020-02-17T09:28:37Z,"stat:awaiting tensorflower, type:bug, comp:keras, TF 1.15",CLOSED,4,22,https://github.com/tensorflow/tensorflow/issues/36814,"behavior, expected, system_information, current_behavior, written, expected_behavior, command, script, provided, written_custom",19,模型在不同模式上执行失败,,,,,cannot import name 'Layer' from 'tensorflow.python.keras.engine.base_layer'
gpu work rtx series card,system information written custom opposed stock example script provided os platform distribution linux ubuntu windows mobile device iphone pixel samsung galaxy happens mobile device installed source binanry binanry pip install tf gpu version command tf gpu dev version bazel version compiling source gcc compiler version compiling source cuda cudnn version cuda cudnn gpu model memory rtx current behavior gpu detected ananconda prompt show bugs warnings whenever model starts training uses cpu running running running running expected behavior model gpu train standalone reproduce provide reproducible test minimum necessary generate problem possible share jupyter notebook model info logs include logs source helpful diagnose problem including tracebacks include traceback logs files attached ananconda prompt additionanl note already compiling tf gpu source ubuntu docker images versions rcs result situation stuck gpu utilization training cpu utilization training cpu amd ryzen question stackoverflow questions trains cpu instead rtx series gpu,2020-11-30T22:58:46Z,"stat:awaiting response, type:bug, stale, comp:gpu, subtype:windows, TF 2.5",CLOSED,0,37,https://github.com/tensorflow/tensorflow/issues/45285,"image, cpu, githubusercontent, image_githubusercontent, training, running, thread, distribute, worker, docker",8,模型训练出错,,,,,使用GPU训练模型时出现错误
unanble model custom loss function tf keras models model,system information written custom opposed stock example script provided os platform distribution linux ubuntu mobile device iphone pixel samsung galaxy happens mobile device installed source binanry binanry version command rc version bazel version compiling source gcc compiler version compiling source cuda cudnn version gpu model memory current behavior simple feed forward keras model try following traceback stdin module env packages core keras saving py model return model filepath compile env packages core keras saving model py model training config pylint disable protected access env packages core training tracking base py method wrapper result method kwargs env packages core keras engine training py compile loss output nanmes env packages core keras engine training py prepare loss functions loss functions loss function loss output nanmes env packages core keras engine training py listcomp loss functions loss function loss output nanmes env packages core keras engine training py loss function loss fn losses loss env packages core,2019-09-09T11:21:15Z,"type:bug, comp:keras, TF 2.0",CLOSED,7,9,https://github.com/tensorflow/tensorflow/issues/32348,"py, package, module, object, ops, core, import, attribute, ananconda, java",15,模型加载失败,,,,,tf.keras.models.load_model加载模型失败
kernel restart training xgboost estimator,sure policy master issues md address doc bugs performance issues feature requests issues tag template system information stock example script provided org beta tutorials estimators boosted trees model understanding os platform distribution linux ubuntu debian linux intel mobile device iphone pixel samsung galaxy happens mobile device nan installed source binanry binanry via pip install tf rc version command tf rc version cuda cudnn version determine gpu model memory geforce rtx rc gd rc version branch version default aug compiler version gcc implementation cpython os platform os linux os kernel version smp debian deb os release version amd os platform linux amd debian linux distribution debian linux os distribution debian mac version unanme unanme result system linux gsd release amd version smp debian deb machine processor architecture bit machine docker compiler debian copyright free software foundation inc free software source copying conditions warranty even merchantability fitness particular purpose pips numpy protobuf rc virtualenv import tf version version rc tf version git version rc gd tf version compiler version find library libpthread searching search davis ananconda envs py tf bin tls haswell davis ananconda envs py tf bin tls haswell,2019-09-16T17:13:28Z,"type:bug, comp:apis, TF 2.0",CLOSED,0,37,https://github.com/tensorflow/tensorflow/issues/32557,"graph, detection, object, checkpoint, object_detection, pb, resnet, tool, mobilenet, frozen",10,模型训练推理内存泄漏,,,,,python kernel restart when training xgboost estimator
attributebug kerastpumodel object attribute ckpt epoch,sure policy master issues md address doc bugs performance issues feature requests issues tag template system information written custom opposed stock example script provided os platform distribution linux ubuntu mobile device iphone pixel samsung galaxy happens mobile device installed source binanry binanry version command rc version bazel version compiling source gcc compiler version compiling source cuda cudnn version gpu model memory collect information environment capture script tree master tools tf env collect sh also obtain version tf import tf tf git version tf version tf import tf tf version git version tf version version running working updated rc today apparently causing regression running tpu model fit tpu model generated tf contrib tpu keras tpu model attributebug traceback ipython input bbab module datetime history tpu model fit train dataset fn epochs nb epochs steps epoch total samples batch validation data val dataset fn validation steps batch verbose datetime frames packages keras callbacks py configure callbacks callbacks model validation batch epochs steps epoch samples verbose count,2019-06-14T10:24:10Z,"stat:awaiting tensorflower, type:bug, comp:tpus, comp:keras, TF 1.14",CLOSED,6,13,https://github.com/tensorflow/tensorflow/issues/29791,"issue, master, device, compiling, compiling_source, script, mobile, collect, import, git",4,模型参数错误,,,,,KerasTPUModel缺省参数
tf converter convert valuebug input statefulpartitionedcall functionanl resnet conv bn assignnewvalue passed float func statefulpartitionedcall input incompatible expected resource,system information os platform distribution ubuntu cuda installed binanry version tf part model summary typical classification model trained resnet model transfer learning failure bugs solve know reason kind happen let know detail thanks advance,2020-10-07T01:24:04Z,"type:bug, comp:lite, TFLiteConverter, TF 2.3",CLOSED,1,32,https://github.com/tensorflow/tensorflow/issues/43833,"function, kera, variable, weight, eager, input, nanme, optimizer, graph, output",13,模型转换失败,,,,,converter.convert()模型转换失败
keras custom data generator giving dimension bugs multi input multi output functionanl api model,system information os platform distribution linux ubuntu installed pip install version gfcc reproduce research drive bsjm mmdcwdu irg gxkbvxnhcuy sharing note updated well written generator function keras returning getitem double shapes alright generator giving dimension mismatch array warnings suspect problem relating multiple input cosidered one input layer tf keras input features yielding input array input array input array makes training validation generators pretty musch class validgenerator sequence def init df batch batch batch df df indices df tolist classes classes shuffle shuffle epoch def len return len indices batch def getitem batch batch batch indices data batch return def epoch np arange len indices shuffle np random shuffle def data batch logic written hat prepares features outputs input array input array input array len return returning tuple input features output features functionanl api model,2020-11-13T18:23:11Z,"stat:awaiting response, type:bug, stale, comp:keras, TF 2.3",CLOSED,0,36,https://github.com/tensorflow/tensorflow/issues/44854,"tensor, input, data, dataset, float, output, dtype, numpy, array, op",12,模型推理实现问题,,,,,模型执行数据生成器产生的数据时出现警告
loading optimizer weights tpus,system information written custom opposed stock example script provided os platform distribution linux ubuntu gcp installed source binanry binanry version command version bazel version compiling source gcc compiler version compiling source cuda cudnn version gpu model memory running many training sessions tpus gcp typically instead module fit keras optimizer apply gradients basically able stop restart training sessions loading model weights optimizer weights optimizer weights really important tune keras options optimizer weights np opt optimizer weights gpus def loads opt weights opt weights np opt allow pickle grad vars model trainanble weights grads tf zeros grad vars optimizer apply gradients zip grads grad vars optimizer set weights opt weights strategy loads opt weights gpu tpus work notimplementedbug tpustrategy fn support pure eager execution sure function passed strategy tf function strategy called inside tf function eager behavior enanbled turning eager tf compat disable eager execution results inanccessibletensorbug operation logicaland marked fetchable typically happens defined another function block return values explicit locals collections access calling optimizer set weights,2022-01-20T21:30:26Z,"stat:awaiting response, type:bug, stale, comp:tpus, TF 2.5",CLOSED,0,36,https://github.com/tensorflow/tensorflow/issues/53844,"function, kera, variable, weight, eager, input, nanme, optimizer, graph, output",13,模型加载失败,,,,,TPU加载优化器权重失败
tflite conversion failed custom model,system information os platform distribution linux ubuntu ubuntu pip package built source pip pip package built source rc provide help us reproduce issues one following options reference model research drive crwpg nygt iufoa ozgu qgvgzmszc sharing failure conversion conversion fails adding update control variate function optionanl info logs include logs source helpful diagnose problem including tracebacks include traceback logs files attached compiler mlir tf tfl flatbuffer helpers ignored output format compiler mlir tf tfl flatbuffer helpers ignored drop control dependency model reader reading savedmodel model model reader reading meta graph tags serve model reader reading savedmodel debug info present model model loader restoring savedmodel bundle model loader running initialization op savedmodel bundle model model loader savedmodel tags serve status success ok took microseconds compiler mlir translate tf mlir translate savedmodel import failed failed precondition graph contain converterbug traceback ipykernel py module converter new converter converter allow custom ops tflite model converter convert ananconda envs tf packages py convert invalid quantization parameters return super tfliteconverterv convert ananconda envs tf packages,2022-01-27T17:14:39Z,"stat:awaiting tensorflower, type:bug, comp:lite, TFLiteConverter, TF 2.7, TF 2.11",OPEN,0,36,https://github.com/tensorflow/tensorflow/issues/54155,"tflite, convert, android, output, interpreter, converter, delegate, inference, input, quantization",1,模型转换失败,,,,,TF Lite模型转换失败
dimension embedding layer gpu,tf latest trying train lstm model text classification dataset sentences embedding layer model vocab embedding dimension gpus tesla ran memory since lower vocabulary maybe way lower embedding dimension model starts training question way higher embedding dimension maybe putting set layers model different gpus way tf also number gpus help,2019-07-30T11:10:32Z,"type:bug, comp:dist-strat, comp:keras, TF 2.0",CLOSED,1,32,https://github.com/tensorflow/tensorflow/issues/31162,"tutorial, org, feature, issue, tpu, estimator, column, master, one, also",6,模型训练推理内存泄漏,,,,,训练LSTM模型时维度过大导致GPU内存不足
fail triggered lstmblockcell,details summary expand summary source binanry version tf dev custom os platform distribution linux ubuntu mobile device response version bazel version response gcc compiler version response cuda cudnn version cuda gpu model memory response current behaviour standalone reproduce log output details,2022-10-24T03:04:07Z,"type:bug, good first issue",CLOSED,0,36,https://github.com/tensorflow/tensorflow/issues/58270,"response, summary, detail, compiler, gcc, device, bazel, mobile, o_platform, model_memory",3,模型在不同后端执行失败,,,,,LSTMBlockCell执行失败
keras model totally sessions,report keras model work sessions actually works default session know tf keras mainly targetting tf really play nice conventionanl tf ways session encountered naniled happens day arguably believe severe hard realize one encounters also somewhat related summary current behavior one custom session created say monitoredsession conventionanl way opening sessions tf way keras model completely working system information os platform distribution linux agnostic platform installed source binanry binanry pypi version command version reproduce notebook gist wookayin df df following keras model initialize layer bias update trainanble variable bias model read model bias variable initialization additionanl information tf session behaves exactly tf train monitoredsession custom variable initializer ops however tf interactivesession works exactly expected readout keras one work well eager work around change follows work quick note singularmonitoredsession object attribute default keras plays default session keras session well,2019-03-08T06:11:14Z,"stat:awaiting response, type:bug, stale, comp:keras, TF 1.15",CLOSED,6,11,https://github.com/tensorflow/tensorflow/issues/26472,"tutorial, org, feature, issue, tpu, estimator, column, master, one, also",6,模型在特定条件下保存失败,,,,,model.save()在会话中执行失败
memory behavior subsequent predictions since tf,following minimal example produces logs continuous memory growth output gist githubusercontent dobiasd fbbf ec adf raw ce bcc gistfile txt situation also created docker running docker deleteme following dockerfile problem persists even following tf config set memory growth tf config physical devices fails valuebug cannot set memory growth non gpu devices tested different versions ok ok ok rc leaky leaky leaky seems problem introduced versions rc also ok versions show tf function retracing warnings leaky versions,2020-04-16T08:55:25Z,"stat:awaiting tensorflower, type:bug, comp:keras, TF 2.1",CLOSED,6,11,https://github.com/tensorflow/tensorflow/issues/38598,"image, cpu, githubusercontent, image_githubusercontent, training, running, thread, distribute, worker, docker",8,模型预测内存泄漏,,,,,模型预测可能存在内存泄漏
mobile ssd float coco tflite model cannot copy tensorflowlite tensor java object,mobile ssd float coco tflite model object detection example examples tree master examples object detection android facing process org examples detection pid java lang illegalargumentexception cannot copy tensorflowlite tensor java object org tensor throwifshapeisincompatible tensor java org tensor throwifdataisincompatible tensor java org tensor copyto tensor java org nantiveinterpreterwrapper nantiveinterpreterwrapper java org interpreter runformultipleinputsoutputs interpreter java org examples detection tflite tfliteobjectdetectionanpimodel recognizeimage tfliteobjectdetectionanpimodel java org examples detection detectoractivity detectoractivity java android os handler handlecallback handler java android os handler dispatchmessage handler java android os looper loop looper java android os handlerthread handlerthread java change private static finanl tf od api input followed stackoverflow solution stackoverflow questions gpu support object detector gives partial soluton problem anyone suggest proper solution,2019-05-27T10:05:35Z,"stat:awaiting tensorflower, type:bug, comp:lite",CLOSED,0,35,https://github.com/tensorflow/tensorflow/issues/29054,"py, package, module, object, ops, core, import, attribute, ananconda, java",15,模型预测失败,,,,,tflite模型与tensorflow对象检测一起使用时报错
must feed placeholder tensor dtype,details summary expand summary reproduced tf source binanry version gbaac dev custom os platform distribution fedora linux mobile device response version bazel version response gcc compiler version response cuda cudnn version cuda version cudnn unanvailable gpu anyway gpu model memory response current behaviour standalone reproduce log output details,2023-02-23T09:00:19Z,"stat:awaiting tensorflower, type:bug, comp:ops, TF 2.11",OPEN,4,19,https://github.com/tensorflow/tensorflow/issues/59779,"response, summary, detail, compiler, gcc, device, bazel, mobile, o_platform, model_memory",3,模型训练时产生警告,,,,,训练子类化模型时产生警告
rnn lstm bidir layers converted tflite model,system information os platform distribution linux ubuntu windows installed source binanry binanry pip version source command converter api absolutely needed upload request output model quite included indicated needed failure details bidir lstm layers removed conversion works without bidir lstm layers present presented according seems coudl raised tflite microcontroller intention something ensure version microcontroller context target coral dev board edge tpu linux platform info logs model summary convert,2020-06-16T14:39:04Z,"stat:awaiting response, type:bug, stale, comp:lite, TFLiteConverter, TF 2.2",CLOSED,0,35,https://github.com/tensorflow/tensorflow/issues/40510,"tflite, convert, android, output, interpreter, converter, delegate, inference, input, quantization",1,模型转换失败,,,,,LSTM和Bidir层无法转换为TFLite模型形式
tflite failed instantiate interpreter stylegan generator model,system information written custom opposed stock example script provided os platform distribution linux ubuntu ubuntu mobile device iphone pixel samsung galaxy happens mobile device pixel samsung galaxy installed source binanry binanry version desktop command gpu version mobile gpu version bazel version compiling source nan gcc compiler version compiling source nan cuda cudnn version gpu model memory titan rtx current behavior tf compat tfliteconverter session convert stylegan generator format conversion gives warning option conversion follow converter optimizations tf optimize default converter target ops tf opsset tflite builtins phone interpreter instanciation fails running cpu tflite new interpreter tflitemodel tfliteoptions gives following caused java lang illegalstateexception internanl unexpected failure preparing tensor allocations kernels pad op context dims reference ops padkernelmaxdimensioncount number pad failed prepare trying gpu nnanpi delegates kind java lang runtimeexception unanble start activity componentinfo org helloworld org helloworld mainanctivity java lang illegalargumentexception internanl failed apply delegate kernels pad op context dims reference ops padkernelmaxdimensioncount number pad failed prepare expected behavior expect model able execute whatever target cpu gpu nnanpi likely nnanpi gpu best performances standalone,2020-08-10T14:35:12Z,"stat:awaiting response, type:bug, stale, comp:lite, TF 2.2",CLOSED,0,35,https://github.com/tensorflow/tensorflow/issues/42190,"tflite, convert, android, output, interpreter, converter, delegate, inference, input, quantization",1,模型在硬件设备上执行失败,,,,,Failed to instantiate the interpreter with a StyleGAN2 generator model
tf converting lstm model frozen graph convert variables constants,system information os platform distribution linux ubuntu mac installed source binanry pip install version command version froze lstm model tf keras convert variables constants function following produces,2020-01-31T23:07:41Z,"stat:awaiting response, type:bug, stale, comp:keras, TF 2.1",CLOSED,4,19,https://github.com/tensorflow/tensorflow/issues/36391,"micro, pip, problem, install, tool, bazel, target, txt, provide, file",16,模型转换失败,,,,,convert_variables_to_constants_v2()转换为冻结模型失败
cudnnlstm variable sequence length sometimes fails cudnn status execution failed,system information written custom opposed stock example script provided os platform distribution linux ubuntu debian sid ubuntu mobile device iphone pixel samsung galaxy happens mobile device installed source binanry source binanry version command version bazel version compiling source gcc compiler version compiling source cuda cudnn version gpu model memory rtx ti ti collect information environment capture script tree master tools tf env collect sh also obtain version tf import tf tf git version tf version current behavior training dataset triggers expected behavior training succeed cudnn expose actionanble standalone reproduce provided info logs provided noisy debugging session seen mozilla deepspeech issues,2020-07-22T14:31:26Z,"type:bug, comp:gpu, TF 1.15",CLOSED,0,35,https://github.com/tensorflow/tensorflow/issues/41630,"issue, master, device, compiling, compiling_source, script, mobile, collect, import, git",4,模型训练出错,,,,,使用数据触发器训练模型失败
copying tensors gpu fails non deterministically,system information written custom opposed stock example script provided os platform distribution linux ubuntu ubuntu lts gnu linux generic mobile device iphone pixel samsung galaxy happens mobile device installed source binanry pip install rc version command rc gacf rc version cuda cudnn version gpu model memory geforce current behavior system gpus since fix issues upgraded rc rc cases sometimes following exception trying train gpu odd thing deterministic behavior one moment may work kill process wait minute try sometimes works general retrying one times fix currently successful train known note tf tf tf seemed work training always os environ cuda visible devices depending gpu replacing tf config set visible devices avail completeness tpus strategies,2020-03-25T14:16:23Z,"stat:awaiting response, type:bug, comp:gpu, TF 2.2",CLOSED,0,34,https://github.com/tensorflow/tensorflow/issues/37900,"image, cpu, githubusercontent, image_githubusercontent, training, running, thread, distribute, worker, docker",8,模型训练出错,,,,,使用GPU训练模型时出现错误
memory conv activation gpu,system information written custom opposed stock example script provided os platform distribution linux ubuntu ubuntu mobile device iphone pixel samsung galaxy happens mobile device installed source binanry binanry standard docker distribution version command rc cb version bazel version compiling source gcc compiler version compiling source cuda cudnn version gpu model memory geforce rtx current behavior upgraded tf tf training simple convolutionanl network worked started running memory training distilled simple reproducible example demonstrates training epoch consumes mb additionanl memory given enough epochs grows infinity occurs gpu thing runs cpu expected behavior memory growing growing little standalone reproduce note uncomment batchnormalization layers creation memory problem disappears somehow caused activation layer following immediately conv note memory problem also occurs train multiple epochs single fit loop able garbage collection memory note conv layer activation embedded also causes memory,2021-01-16T04:08:45Z,"stat:awaiting tensorflower, type:bug, comp:gpu, TF 2.9",OPEN,2,26,https://github.com/tensorflow/tensorflow/issues/46475,"image, cpu, githubusercontent, image_githubusercontent, training, running, thread, distribute, worker, docker",8,模型在不同模式上训练内存泄漏,,,,,TF 2.4在GPU上的模型训练出现内存泄漏
collab tpu unanvailablebug function inference train function failed connect addresses,longer able train model cloud tpu gist research gist scruffysilky aca ipynb authuser pli training months ago following seems related issues,2020-10-05T13:37:14Z,"stat:awaiting tensorflower, type:bug, comp:tpus, TF 2.3",OPEN,4,18,https://github.com/tensorflow/tensorflow/issues/43790,"tutorial, org, feature, issue, tpu, estimator, column, master, one, also",6,模型训练出错,,,,,模型在google cloud TPU上训练失败
output nanmes lost loading keras model savedmodel format,system information written custom opposed stock example script provided os platform distribution linux ubuntu linux generic ubuntu bionic installed source binanry binanry version command version current behavior loading keras model savedmodel format output nanmes lost losing output nanmes causes loading fail dictionanries configuring loss metrics expected behavior output nanmes restored loading model dictionanries losses working loading model reproduce output nanmes restored outputs given new auto generated nanmes model fails dictionanries losses,2019-10-23T12:17:41Z,"type:bug, comp:keras, TF 2.0",CLOSED,7,5,https://github.com/tensorflow/tensorflow/issues/33641,"function, kera, variable, weight, eager, input, nanme, optimizer, graph, output",13,模型加载信息丢失,,,,,加载保存的模型时信息丢失
